customer_id,geography,balance,total_txn_value,txn_count,exited,value_quartile,value_tier,rank_in_geography
15691543,Germany,142537.18,610428.39,55,0,1,Platinum,855
15739548,France,111167.7,685682.62,109,0,1,Platinum,856
15705991,Germany,113599.42,610251.25,82,0,1,Platinum,856
15801915,France,152310.55,685638.53,75,0,1,Platinum,857
15654611,Germany,81732.88,609880.85,107,0,1,Platinum,857
15632050,France,99786.2,685247.3,90,0,1,Platinum,858
15771569,Germany,137367.94,609704.65,62,0,1,Platinum,858
15647807,France,109219.83,684636.62,80,0,1,Platinum,859
15657284,Germany,106901.94,609043.71,69,1,1,Platinum,859
15597951,France,114713.57,683833.62,77,0,1,Platinum,860
15738884,Germany,157777.58,608844.57,51,0,1,Platinum,860
15620111,France,133436.52,683113.18,70,0,1,Platinum,861
15715532,Germany,117633.28,607952.38,74,0,1,Platinum,861
15586310,France,169462.09,682985.7,48,0,1,Platinum,862
15598510,Germany,105907.42,607580.65,67,0,1,Platinum,862
15568025,France,81710.46,682486.55,122,0,1,Platinum,863
15644882,Germany,78249.53,607424.42,104,0,1,Platinum,863
15567078,France,66201.96,681811.52,137,0,1,Platinum,864
15614687,Germany,148770.61,606872.67,53,0,1,Platinum,864
15683157,France,100446.57,681321.77,72,0,1,Platinum,865
15714087,Germany,151855.33,606808.29,61,0,1,Platinum,865
15669410,France,110829.52,681303.35,95,0,1,Platinum,866
15766185,Germany,146587.3,606784.02,56,0,1,Platinum,866
15580629,France,134837.58,680580.11,58,0,1,Platinum,867
15602043,Germany,141788.63,606307.1900000001,53,0,1,Platinum,867
15617082,France,115195.58,680032.32,96,0,1,Platinum,868
15584113,Germany,124954.94,605975.63,61,1,1,Platinum,868
15790678,France,119023.28,679792.11,83,0,1,Platinum,869
15803032,Germany,89111.63,605141.05,107,0,1,Platinum,869
15640464,France,91612.91,679791.34,77,0,1,Platinum,870
15576990,Germany,152885.77,605008.51,47,0,1,Platinum,870
15701096,France,123863.64,678815.71,79,0,1,Platinum,871
15623202,Germany,102556.18,604625.52,82,1,1,Platinum,871
15732774,France,112291.34,678481.29,79,0,1,Platinum,872
15642202,Germany,106453.53,602482.0,82,0,1,Platinum,872
15730287,France,147726.98,678125.41,80,1,1,Platinum,873
15746737,Germany,69129.59,602368.92,144,0,1,Platinum,873
15732884,France,131959.86,677762.83,78,0,1,Platinum,874
15807595,Germany,144244.59,602043.03,59,0,1,Platinum,874
15723671,France,100107.99,677304.8200000001,97,0,1,Platinum,875
15606274,Germany,63176.44,601694.42,108,0,1,Platinum,875
15606915,France,98148.61,677031.97,72,0,1,Platinum,876
15627185,Germany,123737.04,600211.73,65,0,1,Platinum,876
15701166,France,131754.11,676999.57,78,0,1,Platinum,877
15740356,Germany,115021.76,599977.94,73,0,1,Platinum,877
15606115,France,191665.21,675972.4,44,1,1,Platinum,878
15723907,Germany,154776.42,599734.12,62,0,1,Platinum,878
15591980,France,122568.05,675060.12,79,0,1,Platinum,879
15691875,Germany,114491.82,599213.15,55,0,1,Platinum,879
15605666,France,110717.38,674684.74,103,0,1,Platinum,880
15760865,Germany,141819.02,599040.36,47,1,1,Platinum,880
15641733,France,164757.56,674553.31,54,0,1,Platinum,881
15709252,Germany,105173.99,598589.64,55,1,1,Platinum,881
15725664,France,107283.4,673475.32,83,0,1,Platinum,882
15692577,Germany,83727.68,598527.76,76,0,1,Platinum,882
15658258,France,128760.32,673263.55,50,0,1,Platinum,883
15730673,Germany,122265.24,598028.47,70,0,1,Platinum,883
15624623,France,104088.59,672984.71,99,0,1,Platinum,884
15683027,Germany,122028.65,597105.63,66,0,1,Platinum,884
15739168,France,137411.29,672390.53,74,0,1,Platinum,885
15732307,Germany,124067.32,596469.43,71,0,1,Platinum,885
15745201,France,139496.35,670956.08,68,0,1,Platinum,886
15793478,Germany,151391.68,596309.59,53,1,1,Platinum,886
15583212,France,134022.06,670014.46,46,0,1,Platinum,887
15653952,Germany,135157.05,595158.88,55,0,1,Platinum,887
15756425,France,146301.31,669889.38,70,0,1,Platinum,888
15631406,Germany,109387.9,595020.05,49,0,1,Platinum,888
15576162,France,92199.84,668487.76,114,0,1,Platinum,889
15733138,Germany,90248.79,594509.14,94,0,1,Platinum,889
15592854,France,113736.27,668396.61,64,0,1,Platinum,890
15579996,Germany,131402.21,593768.64,87,0,1,Platinum,890
15693704,France,114948.76,668265.62,92,0,1,Platinum,891
15778418,Germany,154309.67,592538.75,67,1,1,Platinum,891
15702741,France,93012.89,668218.84,95,0,1,Platinum,892
15642001,Germany,119530.52,592353.58,80,1,1,Platinum,892
15679075,France,107798.85,667309.95,78,0,1,Platinum,893
15804201,Germany,126772.57,591998.76,60,0,1,Platinum,893
15765952,France,145471.37,666817.37,47,0,1,Platinum,894
15669175,Germany,107637.97,591813.32,92,0,1,Platinum,894
15589975,France,97259.25,666675.62,104,0,1,Platinum,895
15683183,Germany,97652.96,591628.12,74,0,1,Platinum,895
15774847,France,171740.69,665318.38,60,0,1,Platinum,896
15749103,Germany,118907.6,590747.31,61,1,1,Platinum,896
15670172,France,107879.04,664824.35,68,0,1,Platinum,897
15578865,Germany,107959.39,590056.58,63,1,1,Platinum,897
15666043,France,156297.58,664626.93,64,0,1,Platinum,898
15778320,Germany,148495.64,589110.42,53,0,1,Platinum,898
15765402,France,145644.05,663669.72,56,0,1,Platinum,899
15807340,Germany,131023.76,588943.22,43,0,1,Platinum,899
15694601,France,158978.79,663140.4299999999,57,0,1,Platinum,900
15803005,Germany,86568.75,588482.96,95,0,1,Platinum,900
15760121,France,100606.02,662073.67,86,0,1,Platinum,901
15599433,Germany,58641.43,588215.28,150,0,1,Platinum,901
15628292,France,156001.68,661658.6900000001,62,0,1,Platinum,902
15651075,Germany,142296.13,588158.27,59,0,1,Platinum,902
15757617,France,134140.68,660876.17,61,0,1,Platinum,903
15619608,Germany,92895.56,588065.83,77,1,1,Platinum,903
15623560,France,102482.76,660393.65,94,0,1,Platinum,904
15670345,Germany,127211.45,587600.46,61,0,1,Platinum,904
15714680,France,121206.96,660363.63,89,0,1,Platinum,905
15664311,Germany,123675.69,585688.27,58,0,1,Platinum,905
15654074,France,119315.75,660189.84,80,0,1,Platinum,906
15635197,Germany,90402.77,585441.48,87,0,1,Platinum,906
15589793,France,144453.75,659768.02,71,1,1,Platinum,907
15733476,Germany,73481.05,585068.34,100,0,1,Platinum,907
15648320,France,123974.96,658661.64,71,0,1,Platinum,908
15789425,Germany,98218.04,584304.96,90,1,1,Platinum,908
15797219,France,123497.58,658570.62,74,1,1,Platinum,909
15721007,Germany,115130.34,583313.58,56,1,1,Platinum,909
15695492,France,156569.43,657265.06,60,0,1,Platinum,910
15724336,Germany,171601.27,583169.43,51,0,1,Platinum,910
15691150,France,110559.46,656204.34,74,0,1,Platinum,911
15647570,Germany,120591.19,581858.91,76,0,1,Platinum,911
15682356,France,111852.84,656175.8,81,0,1,Platinum,912
15776233,Germany,125397.21,581601.0,59,1,1,Platinum,912
15681991,France,107871.72,654912.12,81,0,1,Platinum,913
15738835,Germany,101985.81,581260.47,76,0,1,Platinum,913
15711759,France,108541.04,654307.33,81,0,1,Platinum,914
15687094,Germany,82498.14,580806.42,87,0,1,Platinum,914
15586680,France,176913.52,654228.73,51,0,1,Platinum,915
15815656,Germany,100116.67,579411.35,77,1,1,Platinum,915
15616168,France,81905.95,654172.11,108,0,1,Platinum,916
15800251,Germany,72835.56,579253.48,100,0,1,Platinum,916
15682533,France,79259.99,653000.8,121,0,1,Platinum,917
15774098,Germany,125385.49,578988.5,59,0,1,Platinum,917
15656840,France,104450.86,652355.05,102,0,1,Platinum,918
15799998,France,85859.76,651531.17,84,0,1,Platinum,919
15751628,France,78391.17,650767.91,117,0,1,Platinum,920
15705301,France,95696.52,650336.64,99,0,1,Platinum,921
15663312,France,112727.06,649878.8,91,0,1,Platinum,922
15632256,France,127504.57,649736.1799999999,74,0,1,Platinum,923
15694098,France,68332.96,648650.25,146,0,1,Platinum,924
15796434,France,97612.12,648138.42,90,0,1,Platinum,925
15663168,France,110934.54,647512.15,80,0,1,Platinum,926
15650545,France,71996.09,646665.97,104,0,1,Platinum,927
15579994,France,73112.95,646370.23,138,0,1,Platinum,928
15658233,France,109798.25,646280.22,80,0,1,Platinum,929
15613734,France,84719.13,645735.11,101,0,1,Platinum,930
15594651,France,115221.36,644390.2,78,0,1,Platinum,931
15585823,France,128131.73,643582.33,73,0,1,Platinum,932
15708236,France,91285.22,643557.76,103,0,1,Platinum,933
15646784,France,164003.05,643260.74,52,0,1,Platinum,934
15734987,France,140260.36,640851.44,69,0,1,Platinum,935
15572547,France,104930.38,640300.08,71,1,1,Platinum,936
15654341,France,101116.06,639764.8,88,0,1,Platinum,937
15672132,France,121453.63,639665.55,69,0,1,Platinum,938
15587835,France,136416.82,638351.37,57,0,1,Platinum,939
15641835,France,140997.26,637999.74,61,0,1,Platinum,940
15615012,France,156267.59,636279.55,49,0,1,Platinum,941
15602030,France,128206.79,634453.84,69,0,1,Platinum,942
15726557,France,165679.92,633888.43,67,0,1,Platinum,943
15612043,France,90145.04,633073.43,111,0,1,Platinum,944
15649024,France,132865.56,632976.62,71,1,1,Platinum,945
15777826,France,94443.77,632899.59,95,0,1,Platinum,946
15806941,France,76961.6,632488.04,102,0,1,Platinum,947
15780362,France,119960.29,632120.24,73,0,1,Platinum,948
15758136,France,141803.77,631867.03,47,0,1,Platinum,949
15686964,France,84944.58,631296.76,98,0,1,Platinum,950
15678210,France,105069.98,630656.82,90,0,1,Platinum,951
15747807,France,137824.03,629931.4,73,0,1,Platinum,952
15631457,France,98186.7,629782.14,82,0,1,Platinum,953
15669290,France,59360.77,629406.02,131,0,1,Platinum,954
15712903,France,176511.08,629293.8,41,0,1,Platinum,955
15691808,France,134919.85,628976.8,59,0,1,Platinum,956
15591489,France,142662.68,628742.12,60,0,1,Platinum,957
15621893,France,133550.67,628602.07,66,0,1,Platinum,958
15630053,France,127864.4,628504.04,63,0,1,Platinum,959
15585249,France,106036.52,628260.45,68,1,1,Platinum,960
15737408,France,109941.51,627790.34,69,0,1,Platinum,961
15649297,France,111065.93,627363.07,69,0,1,Platinum,962
15575679,France,126431.54,627107.88,82,0,1,Platinum,963
15639265,France,126113.28,626866.62,66,0,1,Platinum,964
15571778,France,117561.49,625827.97,81,1,1,Platinum,965
15775339,France,95947.76,625635.58,83,0,1,Platinum,966
15605684,France,104158.84,625400.39,73,0,1,Platinum,967
15683758,France,111833.47,625170.37,85,0,1,Platinum,968
15689061,France,82547.11,623880.9,106,0,1,Platinum,969
15577398,France,86449.39,622966.6,93,0,1,Platinum,970
15757537,France,107784.65,622512.76,99,0,1,Platinum,971
15789014,France,108909.12,622232.2,64,0,1,Platinum,972
15735572,France,113657.83,621753.73,74,1,1,Platinum,973
15778838,France,114135.17,621388.14,86,0,1,Platinum,974
15612771,France,148172.44,621330.38,62,0,1,Platinum,975
15627251,France,134007.9,621080.61,64,0,1,Platinum,976
15641604,France,98488.08,619874.73,87,1,1,Platinum,977
15749093,France,158713.08,619520.37,51,0,1,Platinum,978
15771997,France,75499.24,619459.07,118,0,1,Platinum,979
15726354,France,123157.95,619218.0,57,0,1,Platinum,980
15687363,France,155047.56,618724.18,57,0,1,Platinum,981
15569892,France,57369.61,618723.54,141,0,1,Platinum,982
15575002,France,140720.93,618309.78,46,0,1,Platinum,983
15620750,France,141099.43,618056.31,49,0,1,Platinum,984
15782159,France,67639.56,617953.48,129,0,1,Platinum,985
15780804,France,97318.25,617911.07,80,0,1,Platinum,986
15636016,France,120777.88,616301.04,64,0,1,Platinum,987
15747762,France,118520.41,615754.66,73,0,1,Platinum,988
15784099,France,126875.62,615466.73,46,0,1,Platinum,989
15815530,France,75497.51,614931.57,111,0,1,Platinum,990
15659098,France,95128.86,614407.09,72,0,1,Platinum,991
15809006,France,113758.48,613731.8099999999,68,0,1,Platinum,992
15633586,France,120962.13,613497.02,84,0,1,Platinum,993
15567832,France,114354.95,613058.74,74,0,1,Platinum,994
15593954,France,109387.33,612381.14,67,0,1,Platinum,995
15596962,France,137295.19,611874.83,61,0,1,Platinum,996
15766289,France,142669.93,611763.81,57,0,1,Platinum,997
15690153,France,116121.84,610968.12,72,0,1,Platinum,998
15794257,France,91562.99,608864.13,78,0,1,Platinum,999
15794939,France,121215.9,608756.99,74,0,1,Platinum,1000
15602934,France,131698.57,608756.38,62,0,1,Platinum,1001
15584580,France,161111.45,608411.08,54,0,1,Platinum,1002
15779481,France,158741.43,608130.43,63,0,1,Platinum,1003
15616931,France,102768.42,607709.35,78,0,1,Platinum,1004
15639357,France,134950.19,606781.82,65,1,1,Platinum,1005
15711521,France,121778.71,606568.81,60,0,1,Platinum,1006
15797736,France,80262.6,606118.32,73,0,1,Platinum,1007
15590876,France,106234.02,605758.21,67,0,1,Platinum,1008
15703413,France,125328.56,605295.86,64,0,1,Platinum,1009
15747927,France,155739.76,605254.09,47,0,1,Platinum,1010
15581115,France,76769.68,605044.69,99,0,1,Platinum,1011
15640442,France,129722.57,604502.09,51,0,1,Platinum,1012
15575498,France,149379.66,603530.3099999999,57,0,1,Platinum,1013
15801316,France,66250.71,603504.86,112,0,1,Platinum,1014
15746564,France,108010.78,603092.77,61,0,1,Platinum,1015
15766649,France,89416.99,602733.17,100,0,1,Platinum,1016
15754599,France,123311.39,601944.31,62,0,1,Platinum,1017
15634591,France,73059.38,601637.0,132,0,1,Platinum,1018
15665634,France,59568.57,601470.49,123,0,1,Platinum,1019
15744622,France,116358.0,601268.21,83,0,1,Platinum,1020
15737556,France,81076.8,601194.1,77,1,1,Platinum,1021
15771702,France,166118.45,601142.74,56,0,1,Platinum,1022
15579166,France,70729.17,598840.59,105,0,1,Platinum,1023
15791769,France,116536.43,597276.42,76,0,1,Platinum,1024
15812365,France,102800.65,596912.36,89,0,1,Platinum,1025
15809722,France,100812.33,596767.54,83,0,1,Platinum,1026
15631756,France,147813.05,596746.49,53,0,1,Platinum,1027
15776156,France,121325.84,596487.62,55,1,1,Platinum,1028
15715888,France,142289.28,596368.93,46,0,1,Platinum,1029
15779059,France,119624.54,596218.0,60,0,1,Platinum,1030
15715160,France,165536.28,595898.5,46,0,1,Platinum,1031
15759499,France,111156.52,595556.76,71,0,1,Platinum,1032
15612494,France,128747.69,595469.64,59,1,1,Platinum,1033
15578738,France,71872.19,594963.9,111,0,1,Platinum,1034
15593501,France,148667.81,594860.19,54,0,1,Platinum,1035
15633574,France,167545.32,594014.24,50,0,1,Platinum,1036
15735388,France,108664.85,589958.78,84,0,1,Platinum,1037
15582276,France,133501.36,589519.59,70,0,1,Platinum,1038
15587735,France,96863.13,589376.12,87,0,1,Platinum,1039
15711977,France,161533.0,588562.92,43,0,1,Platinum,1040
15726747,France,138082.16,587659.34,69,0,1,Platinum,1041
15696301,France,101455.7,587086.6799999999,72,1,1,Platinum,1042
15622631,France,154409.74,586978.24,46,1,1,Platinum,1043
15803654,France,151290.16,586086.6799999999,42,0,1,Platinum,1044
15570508,France,90218.9,584822.33,80,0,1,Platinum,1045
15674840,France,101430.3,584609.16,70,0,1,Platinum,1046
15724719,France,139096.85,584064.85,52,0,1,Platinum,1047
15783444,France,135139.33,584002.52,56,0,1,Platinum,1048
15738224,France,99162.29,582421.76,74,0,1,Platinum,1049
15809509,France,125689.29,582368.77,64,0,1,Platinum,1050
15652808,France,126670.37,581984.66,64,0,1,Platinum,1051
15741719,France,165298.12,581161.0,51,0,1,Platinum,1052
15705544,France,157201.48,580695.99,46,0,1,Platinum,1053
15610781,France,88378.6,579932.88,97,0,1,Platinum,1054
15736008,France,95441.27,579234.74,89,1,1,Platinum,1055
15736990,France,157842.07,578667.56,42,0,1,Platinum,1056
15749638,France,104760.82,578478.61,92,1,1,Platinum,1057
15595766,Spain,93722.73,574734.85,88,0,2,Gold,527
15641640,Spain,173331.52,570290.09,62,0,2,Gold,528
15686302,Spain,124328.84,569384.47,61,0,2,Gold,529
15571940,Spain,118680.57,568908.54,65,0,2,Gold,530
15678572,Spain,99842.5,567306.64,77,1,2,Gold,531
15661723,Spain,137260.78,567292.45,45,1,2,Gold,532
15735025,Spain,175534.78,567119.0,47,0,2,Gold,533
15639322,Spain,137847.41,565643.57,42,0,2,Gold,534
15695932,Spain,78381.13,565186.98,93,0,2,Gold,535
15806210,Spain,115654.47,565081.84,79,0,2,Gold,536
15723411,Spain,98266.3,564692.44,61,0,2,Gold,537
15654408,Spain,165445.04,564685.3,63,0,2,Gold,538
15813163,Spain,99240.51,564248.32,88,0,2,Gold,539
15687828,Spain,86006.3,563868.48,85,0,2,Gold,540
15706131,Spain,83061.26,563293.57,88,0,2,Gold,541
15747458,Spain,133214.88,562875.71,57,0,2,Gold,542
15623502,Spain,98365.33,561698.89,82,0,2,Gold,543
15704746,Spain,167455.66,561502.62,44,0,2,Gold,544
15761986,Spain,138901.61,561450.29,34,0,2,Gold,545
15673481,Spain,99906.19,561312.35,63,0,2,Gold,546
15773789,Spain,96858.35,560809.8,80,0,2,Gold,547
15655859,Spain,120046.74,560666.46,55,0,2,Gold,548
15780870,Spain,153946.14,559695.39,47,0,2,Gold,549
15714046,Spain,123783.91,558153.07,56,0,2,Gold,550
15595426,Spain,105000.85,557322.15,72,1,2,Gold,551
15673995,Spain,102541.1,554021.7,90,0,2,Gold,552
15574115,Spain,101179.23,553170.08,84,0,2,Gold,553
15630661,Spain,75212.28,550004.63,111,0,2,Gold,554
15753969,Spain,83888.54,548601.57,74,0,2,Gold,555
15808228,Spain,60603.4,548498.29,106,0,2,Gold,556
15715184,Spain,144637.86,547469.04,39,0,2,Gold,557
15638272,Spain,99883.16,546798.45,70,0,2,Gold,558
15683483,Spain,127117.8,544536.4,63,0,2,Gold,559
15573112,Spain,103907.28,544278.48,54,0,2,Gold,560
15783398,Spain,115309.75,544179.44,67,0,2,Gold,561
15588186,Spain,107023.03,544104.83,67,0,2,Gold,562
15718673,Spain,75592.43,544008.81,102,0,2,Gold,563
15641183,Spain,96950.21,543955.59,75,0,2,Gold,564
15810385,Spain,164557.95,543604.56,41,0,2,Gold,565
15689425,Spain,100988.39,543026.12,74,0,2,Gold,566
15649112,Spain,122134.4,542013.19,59,0,2,Gold,567
15657565,Spain,125512.98,541788.24,60,0,2,Gold,568
15768137,Spain,136100.69,541673.78,52,1,2,Gold,569
15778157,Spain,90721.52,541336.42,81,0,2,Gold,570
15792627,Spain,84557.82,540861.16,80,0,2,Gold,571
15611905,Spain,174853.46,540567.99,48,0,2,Gold,572
15702145,Spain,68423.89,540555.37,125,0,2,Gold,573
15794414,Spain,92783.68,540091.11,97,0,2,Gold,574
15599722,Spain,86053.52,538514.25,87,1,2,Gold,575
15605424,Spain,123906.55,538132.68,70,0,2,Gold,576
15778696,Spain,174180.39,537761.4,49,0,2,Gold,577
15628008,Spain,98759.89,533848.06,69,0,2,Gold,578
15653997,Spain,114493.68,533151.14,60,0,2,Gold,579
15658486,Spain,148021.12,532627.93,54,0,2,Gold,580
15737133,Spain,114386.85,532173.72,69,0,2,Gold,581
15578878,Spain,139528.23,531464.29,49,0,2,Gold,582
15614834,Spain,141751.82,529791.42,43,0,2,Gold,583
15779390,Spain,91292.7,528368.41,77,0,2,Gold,584
15653753,Spain,113567.94,527216.3,64,0,2,Gold,585
15629545,Spain,109508.68,526539.99,72,0,2,Gold,586
15643635,Spain,133705.74,526310.68,60,0,2,Gold,587
15627801,Spain,176666.62,526257.5,34,0,2,Gold,588
15568360,Spain,139840.36,526218.81,62,0,2,Gold,589
15777459,Spain,175406.13,524976.04,44,1,2,Gold,590
15580134,Spain,172463.45,524607.85,35,0,2,Gold,591
15672912,Spain,130051.66,524535.6,48,1,2,Gold,592
15796071,Spain,83889.03,523839.75,83,0,2,Gold,593
15708003,Spain,85109.21,523767.32,91,0,2,Gold,594
15720838,Spain,139799.63,521385.63,61,0,2,Gold,595
15626608,Spain,87070.23,520755.7,85,0,2,Gold,596
15812706,Spain,111087.5,520336.85,67,0,2,Gold,597
15800736,Spain,96763.89,518422.99,80,0,2,Gold,598
15643487,Spain,105473.74,517429.08999999997,55,1,2,Gold,599
15654222,Spain,145396.49,517208.29,57,0,2,Gold,600
15581252,Spain,80922.75,512455.62,80,0,2,Gold,601
15732674,Spain,70438.01,511393.71,96,0,2,Gold,602
15753888,Spain,108004.64,510041.41,54,1,2,Gold,603
15648030,Spain,137388.01,509590.07,40,0,2,Gold,604
15594812,Spain,137794.18,507131.39,41,0,2,Gold,605
15662698,Spain,81153.82,505694.29,71,1,2,Gold,606
15802220,Spain,137102.65,503626.04,52,0,2,Gold,607
15742442,Spain,89364.91,503275.94,77,0,2,Gold,608
15682563,Spain,126473.99,500901.52,61,0,2,Gold,609
15641595,Spain,97392.18,499925.95,50,0,2,Gold,610
15603683,Spain,146584.19,499678.13,40,0,2,Gold,611
15627876,Spain,116393.59,497654.83,56,1,2,Gold,612
15734970,Spain,86824.09,496624.34,68,0,2,Gold,613
15573926,Spain,86131.71,496040.94,79,0,2,Gold,614
15582591,Spain,155766.05,495535.81,53,0,2,Gold,615
15757408,Spain,250898.09,494628.51,23,1,2,Gold,616
15759966,Spain,119799.27,490311.51,47,0,2,Gold,617
15652835,Spain,121580.42,487387.54,46,0,2,Gold,618
15570485,Spain,161766.87,486599.19,46,0,2,Gold,619
15668575,Spain,148610.41,485321.83,36,1,2,Gold,620
15659420,Spain,107594.11,484538.45,59,0,2,Gold,621
15659568,Spain,121237.65,483962.17,57,0,2,Gold,622
15672610,Spain,118628.8,482097.84,47,0,2,Gold,623
15815125,Spain,102486.21,481611.04,71,0,2,Gold,624
15732672,Spain,79388.33,480999.97,91,0,2,Gold,625
15616525,Spain,141356.47,479022.53,49,0,2,Gold,626
15741875,Spain,104833.79,477385.22000000003,45,0,2,Gold,627
15620557,Spain,101470.29,476983.95,73,0,2,Gold,628
15607098,Spain,94521.17,475599.32,57,0,2,Gold,629
15753102,Spain,83870.33,474380.57,69,0,2,Gold,630
15734634,Spain,100912.19,474014.7,63,0,2,Gold,631
15618695,Spain,108117.1,473431.59,50,0,2,Gold,632
15677785,Spain,136963.12,473336.21,47,0,2,Gold,633
15632263,Spain,120355.0,470090.17,54,0,2,Gold,634
15788442,Spain,173306.13,469242.44,39,0,2,Gold,635
15610912,Spain,112119.48,467849.47,59,0,2,Gold,636
15589572,Spain,129855.72,467800.75,37,1,2,Gold,637
15757811,Spain,137453.43,462643.14,53,1,2,Gold,638
15582797,Spain,137948.51,462640.25,45,0,2,Gold,639
15732430,Spain,120952.74,462606.18,51,0,2,Gold,640
15649211,Spain,83015.71,462223.56,79,0,2,Gold,641
15730469,Spain,103430.11,461404.37,57,0,2,Gold,642
15664539,Spain,61172.04,461290.28,88,0,2,Gold,643
15570414,Spain,115251.64,460789.85000000003,51,0,2,Gold,644
15640507,Spain,119349.69,460720.75,44,1,2,Gold,645
15788448,Spain,145260.23,458961.12,42,0,2,Gold,646
15616270,Spain,106920.91,458547.86,67,0,2,Gold,647
15718780,Spain,79450.09,457460.5,72,0,2,Gold,648
15644686,Spain,53299.96,457150.59,129,0,2,Gold,649
15785980,Spain,121132.26,456296.08,58,0,2,Gold,650
15797204,Spain,113811.85,452473.69,60,0,2,Gold,651
15692463,Spain,142253.65,452047.52,41,0,2,Gold,652
15773723,Spain,67178.19,451373.7,87,1,2,Gold,653
15701962,Spain,166930.76,449719.17,29,0,2,Gold,654
15711571,Spain,120233.83,448005.43,59,0,2,Gold,655
15579583,Spain,101090.27,445100.7,69,0,2,Gold,656
15717898,Spain,131945.94,444739.24,42,0,2,Gold,657
15715047,Spain,172478.15,444480.35,31,1,2,Gold,658
15644103,Spain,151675.65,443322.31,38,0,2,Gold,659
15596671,Spain,91611.12,442017.86,71,1,2,Gold,660
15636624,Spain,165272.13,441047.35000000003,21,1,2,Gold,661
15596414,Spain,107525.07,439376.03,66,0,2,Gold,662
15728012,Spain,128398.38,438782.07,31,0,2,Gold,663
15722813,Spain,125385.01,438558.75,49,0,2,Gold,664
15688619,Spain,105266.32,437619.0,54,0,2,Gold,665
15726186,Spain,133434.57,437232.89,35,0,2,Gold,666
15650244,Spain,80895.44,436472.85000000003,80,0,2,Gold,667
15711287,Spain,128415.45,436053.3,55,0,2,Gold,668
15793856,Spain,121542.57,434457.98,45,0,2,Gold,669
15575694,Spain,91091.06,433891.51,68,0,2,Gold,670
15679200,Spain,61710.44,433578.93,92,0,2,Gold,671
15660147,Spain,46161.18,433574.73,126,0,2,Gold,672
15582016,Spain,99208.46,432417.57,61,0,2,Gold,673
15775307,Spain,97266.1,431960.27,51,0,2,Gold,674
15704819,Spain,92126.26,430863.2,62,0,2,Gold,675
15773276,Spain,114552.6,428466.65,40,1,2,Gold,676
15644878,Spain,117302.62,427882.14,44,0,2,Gold,677
15702462,Spain,52831.13,427074.19,93,1,2,Gold,678
15685628,Spain,124268.64,426967.04,42,0,2,Gold,679
15689322,Spain,153316.14,426520.56,39,0,2,Gold,680
15788215,Spain,122924.75,425854.86,59,1,2,Gold,681
15778861,Spain,97188.62,425840.55,60,0,2,Gold,682
15635388,Spain,89047.14,425523.1,70,0,2,Gold,683
15781129,Spain,69434.4,424592.8,81,1,2,Gold,684
15629617,Spain,126873.52,423465.3,47,0,2,Gold,685
15724684,Spain,91897.8,421523.03,56,0,2,Gold,686
15577598,Spain,115636.05,421057.09,54,0,2,Gold,687
15668818,Spain,200322.45,420814.43,33,0,2,Gold,688
15594762,Spain,183276.32,420792.93,21,0,2,Gold,689
15575185,Spain,77253.22,420652.27999999997,77,0,2,Gold,690
15764431,Spain,130929.02,419752.18,49,1,2,Gold,691
15651802,Spain,97854.37,419544.3,49,0,2,Gold,692
15779247,Spain,98567.1,419526.16,74,0,2,Gold,693
15721779,Spain,146466.46,419039.54,41,0,2,Gold,694
15597536,Spain,133618.01,418811.2,48,0,2,Gold,695
15593496,Spain,91132.18,418386.82,53,0,2,Gold,696
15590623,Spain,85141.79,417404.07,64,0,2,Gold,697
15709295,Spain,82931.85,416775.96,84,0,2,Gold,698
15569209,Spain,76001.57,414462.1,88,0,2,Gold,699
15712807,Spain,131764.96,414422.72,42,1,2,Gold,700
15781875,Spain,100476.46,414087.93,45,0,2,Gold,701
15608653,Spain,70731.07,413763.43,80,1,2,Gold,702
15717138,Spain,82613.56,413128.92,72,0,2,Gold,703
15752809,Spain,116121.67,412585.87,62,0,2,Gold,704
15794841,Spain,89750.21,411677.01,60,0,2,Gold,705
15773221,Spain,79757.21,411566.18,75,1,2,Gold,706
15773869,Spain,129321.44,411307.89,52,0,2,Gold,707
15672983,Spain,87099.85,410840.98,62,0,2,Gold,708
15785326,Spain,136526.26,409993.65,40,0,2,Gold,709
15667046,Spain,121527.4,409072.2,57,0,2,Gold,710
15592300,Spain,59408.63,407425.31,93,0,2,Gold,711
15720774,Spain,89118.26,406101.85,60,1,2,Gold,712
15737748,Spain,151233.62,405196.09,38,0,2,Gold,713
15679284,Spain,79259.75,404346.29,67,0,2,Gold,714
15640825,Spain,122549.64,403323.76,45,0,2,Gold,715
15672640,Spain,114347.85,402931.43,59,0,2,Gold,716
15759991,Spain,141573.55,402450.47,45,0,2,Gold,717
15737888,Spain,125510.82,402202.38,47,0,2,Gold,718
15665963,Spain,128393.29,401539.77999999997,43,0,2,Gold,719
15744789,Spain,114512.59,401467.32,51,0,2,Gold,720
15713632,Spain,95679.29,401122.74,50,0,2,Gold,721
15665861,Spain,106070.89,400025.54,53,0,2,Gold,722
15810775,Spain,100549.43,399180.33999999997,40,0,2,Gold,723
15592091,Spain,166833.86,397345.01,31,0,2,Gold,724
15603436,Spain,126615.94,397118.27,46,0,2,Gold,725
15788367,Spain,61691.45,396576.76,97,0,2,Gold,726
15807593,Spain,85660.96,396018.16,70,0,2,Gold,727
